(1, 1, 1, 1),0,[0, 10000, 0.0]
(1, 1, 1, 1),1,[-201615, 10000, -20.1615]
(1, 1, 1, 1),2,[-200295, 10000, -20.0295]
(1, 1, 1, 1),3,[-308650, 10000, -30.865]
(1, 1, 1, 1),4,[-200865, 10000, -20.0865]
(1, 1, 1, 1),5,[-313925, 10000, -31.3925]
(1, 1, 1, 1),6,[-314820, 10000, -31.482]
(1, 1, 1, 1),7,[-361580, 10000, -36.158]
(1, 1, 1, 1),8,[-200055, 10000, -20.0055]
(1, 1, 1, 1),9,[-311530, 10000, -31.153]
(1, 1, 1, 1),10,[-313695, 10000, -31.3695]
(1, 1, 1, 1),11,[-358965, 10000, -35.8965]
(1, 1, 1, 1),12,[-313425, 10000, -31.3425]
(1, 1, 1, 1),13,[-358250, 10000, -35.825]
(1, 1, 1, 1),14,[-359670, 10000, -35.967]
(1, 1, 1, 1),15,[-360425, 10000, -36.0425]
(1, 1, 1, 2),0,[0, 10000, 0.0]
(1, 1, 1, 2),1,[-74870, 10000, -7.487]
(1, 1, 1, 2),2,[-75565, 10000, -7.5565]
(1, 1, 1, 2),3,[-91730, 10000, -9.173]
(1, 1, 1, 2),4,[-75205, 10000, -7.5205]
(1, 1, 1, 2),5,[-91450, 10000, -9.145]
(1, 1, 1, 2),6,[-91270, 10000, -9.127]
(1, 1, 1, 2),7,[-59985, 10000, -5.9985]
(1, 1, 1, 2),8,[100515, 10000, 10.0515]
(1, 1, 1, 2),9,[-11445, 10000, -1.1445]
(1, 1, 1, 2),10,[-12875, 10000, -1.2875]
(1, 1, 1, 2),11,[-59845, 10000, -5.9845]
(1, 1, 1, 2),12,[-12700, 10000, -1.27]
(1, 1, 1, 2),13,[-58715, 10000, -5.8715]
(1, 1, 1, 2),14,[-59810, 10000, -5.981]
(1, 1, 1, 2),15,[-60165, 10000, -6.0165]
(1, 1, 1, 3),0,[0, 10000, 0.0]
(1, 1, 1, 3),1,[-126000, 10000, -12.6]
(1, 1, 1, 3),2,[-125900, 10000, -12.59]
(1, 1, 1, 3),3,[-187550, 10000, -18.755]
(1, 1, 1, 3),4,[-124100, 10000, -12.41]
(1, 1, 1, 3),5,[-188825, 10000, -18.8825]
(1, 1, 1, 3),6,[-187600, 10000, -18.76]
(1, 1, 1, 3),7,[-209600, 10000, -20.96]
(1, 1, 1, 3),8,[-50985, 10000, -5.0985]
(1, 1, 1, 3),9,[-161965, 10000, -16.1965]
(1, 1, 1, 3),10,[-162695, 10000, -16.2695]
(1, 1, 1, 3),11,[-211005, 10000, -21.1005]
(1, 1, 1, 3),12,[-162620, 10000, -16.262]
(1, 1, 1, 3),13,[-210680, 10000, -21.068]
(1, 1, 1, 3),14,[-211000, 10000, -21.1]
(1, 1, 1, 3),15,[-210570, 10000, -21.057]
(1, 1, 1, 4),0,[0, 10000, 0.0]
(1, 1, 1, 4),1,[-74680, 10000, -7.468]
(1, 1, 1, 4),2,[-75180, 10000, -7.518]
(1, 1, 1, 4),3,[-91460, 10000, -9.146]
(1, 1, 1, 4),4,[-74695, 10000, -7.4695]
(1, 1, 1, 4),5,[-91665, 10000, -9.1665]
(1, 1, 1, 4),6,[-92175, 10000, -9.2175]
(1, 1, 1, 4),7,[-59150, 10000, -5.915]
(1, 1, 1, 4),8,[98985, 10000, 9.8985]
(1, 1, 1, 4),9,[-12535, 10000, -1.2535]
(1, 1, 1, 4),10,[-10170, 10000, -1.017]
(1, 1, 1, 4),11,[-61225, 10000, -6.1225]
(1, 1, 1, 4),12,[-12675, 10000, -1.2675]
(1, 1, 1, 4),13,[-59960, 10000, -5.996]
(1, 1, 1, 4),14,[-59965, 10000, -5.9965]
(1, 1, 1, 4),15,[-59395, 10000, -5.9395]
(1, 1, 1, 5),0,[0, 10000, 0.0]
(1, 1, 1, 5),1,[-127475, 10000, -12.7475]
(1, 1, 1, 5),2,[-124225, 10000, -12.4225]
(1, 1, 1, 5),3,[-188650, 10000, -18.865]
(1, 1, 1, 5),4,[-124475, 10000, -12.4475]
(1, 1, 1, 5),5,[-188200, 10000, -18.82]
(1, 1, 1, 5),6,[-185575, 10000, -18.5575]
(1, 1, 1, 5),7,[-210315, 10000, -21.0315]
(1, 1, 1, 5),8,[-50355, 10000, -5.0355]
(1, 1, 1, 5),9,[-163875, 10000, -16.3875]
(1, 1, 1, 5),10,[-160765, 10000, -16.0765]
(1, 1, 1, 5),11,[-209220, 10000, -20.922]
(1, 1, 1, 5),12,[-163210, 10000, -16.321]
(1, 1, 1, 5),13,[-208690, 10000, -20.869]
(1, 1, 1, 5),14,[-211000, 10000, -21.1]
(1, 1, 1, 5),15,[-209475, 10000, -20.9475]
(1, 1, 1, 6),0,[0, 10000, 0.0]
(1, 1, 1, 6),1,[-75090, 10000, -7.509]
(1, 1, 1, 6),2,[-75355, 10000, -7.5355]
(1, 1, 1, 6),3,[-91645, 10000, -9.1645]
(1, 1, 1, 6),4,[-74635, 10000, -7.4635]
(1, 1, 1, 6),5,[-91580, 10000, -9.158]
(1, 1, 1, 6),6,[-91560, 10000, -9.156]
(1, 1, 1, 6),7,[-61790, 10000, -6.179]
(1, 1, 1, 6),8,[97905, 10000, 9.7905]
(1, 1, 1, 6),9,[-12525, 10000, -1.2525]
(1, 1, 1, 6),10,[-12950, 10000, -1.295]
(1, 1, 1, 6),11,[-59865, 10000, -5.9865]
(1, 1, 1, 6),12,[-13490, 10000, -1.349]
(1, 1, 1, 6),13,[-61170, 10000, -6.117]
(1, 1, 1, 6),14,[-59505, 10000, -5.9505]
(1, 1, 1, 6),15,[-59770, 10000, -5.977]
(1, 1, 2, 2),0,[0, 10000, 0.0]
(1, 1, 2, 2),1,[-25060, 10000, -2.506]
(1, 1, 2, 2),2,[-24370, 10000, -2.437]
(1, 1, 2, 2),3,[36870, 10000, 3.687]
(1, 1, 2, 2),4,[-25205, 10000, -2.5205]
(1, 1, 2, 2),5,[-41345, 10000, -4.1345]
(1, 1, 2, 2),6,[-41545, 10000, -4.1545]
(1, 1, 2, 2),7,[-8010, 10000, -0.801]
(1, 1, 2, 2),8,[-24950, 10000, -2.495]
(1, 1, 2, 2),9,[-41755, 10000, -4.1755]
(1, 1, 2, 2),10,[-41310, 10000, -4.131]
(1, 1, 2, 2),11,[-10925, 10000, -1.0925]
(1, 1, 2, 2),12,[35600, 10000, 3.56]
(1, 1, 2, 2),13,[-9945, 10000, -0.9945]
(1, 1, 2, 2),14,[-10540, 10000, -1.054]
(1, 1, 2, 2),15,[-9990, 10000, -0.999]
(1, 1, 2, 3),0,[0, 10000, 0.0]
(1, 1, 2, 3),1,[0, 10000, 0.0]
(1, 1, 2, 3),2,[0, 10000, 0.0]
(1, 1, 2, 3),3,[8405, 10000, 0.8405]
(1, 1, 2, 3),4,[124900, 10000, 12.49]
(1, 1, 2, 3),5,[62050, 10000, 6.205]
(1, 1, 2, 3),6,[62250, 10000, 6.225]
(1, 1, 2, 3),7,[39505, 10000, 3.9505]
(1, 1, 2, 3),8,[25205, 10000, 2.5205]
(1, 1, 2, 3),9,[8025, 10000, 0.8025]
(1, 1, 2, 3),10,[8090, 10000, 0.809]
(1, 1, 2, 3),11,[40915, 10000, 4.0915]
(1, 1, 2, 3),12,[87700, 10000, 8.77]
(1, 1, 2, 3),13,[41745, 10000, 4.1745]
(1, 1, 2, 3),14,[38745, 10000, 3.8745]
(1, 1, 2, 3),15,[40285, 10000, 4.0285]
(1, 1, 2, 4),0,[0, 10000, 0.0]
(1, 1, 2, 4),1,[0, 10000, 0.0]
(1, 1, 2, 4),2,[0, 10000, 0.0]
(1, 1, 2, 4),3,[61700, 10000, 6.17]
(1, 1, 2, 4),4,[25210, 10000, 2.521]
(1, 1, 2, 4),5,[8080, 10000, 0.808]
(1, 1, 2, 4),6,[8495, 10000, 0.8495]
(1, 1, 2, 4),7,[39370, 10000, 3.937]
(1, 1, 2, 4),8,[24965, 10000, 2.4965]
(1, 1, 2, 4),9,[8640, 10000, 0.864]
(1, 1, 2, 4),10,[8570, 10000, 0.857]
(1, 1, 2, 4),11,[39770, 10000, 3.977]
(1, 1, 2, 4),12,[88290, 10000, 8.829]
(1, 1, 2, 4),13,[38200, 10000, 3.82]
(1, 1, 2, 4),14,[39280, 10000, 3.928]
(1, 1, 2, 4),15,[40110, 10000, 4.011]
(1, 1, 2, 5),0,[0, 10000, 0.0]
(1, 1, 2, 5),1,[0, 10000, 0.0]
(1, 1, 2, 5),2,[0, 10000, 0.0]
(1, 1, 2, 5),3,[8385, 10000, 0.8385]
(1, 1, 2, 5),4,[126250, 10000, 12.625]
(1, 1, 2, 5),5,[62925, 10000, 6.2925]
(1, 1, 2, 5),6,[63300, 10000, 6.33]
(1, 1, 2, 5),7,[38590, 10000, 3.859]
(1, 1, 2, 5),8,[24870, 10000, 2.487]
(1, 1, 2, 5),9,[8315, 10000, 0.8315]
(1, 1, 2, 5),10,[8585, 10000, 0.8585]
(1, 1, 2, 5),11,[37980, 10000, 3.798]
(1, 1, 2, 5),12,[85565, 10000, 8.5565]
(1, 1, 2, 5),13,[40440, 10000, 4.044]
(1, 1, 2, 5),14,[40580, 10000, 4.058]
(1, 1, 2, 5),15,[38255, 10000, 3.8255]
(1, 1, 2, 6),0,[0, 10000, 0.0]
(1, 1, 2, 6),1,[0, 10000, 0.0]
(1, 1, 2, 6),2,[0, 10000, 0.0]
(1, 1, 2, 6),3,[62050, 10000, 6.205]
(1, 1, 2, 6),4,[25110, 10000, 2.511]
(1, 1, 2, 6),5,[8665, 10000, 0.8665]
(1, 1, 2, 6),6,[8265, 10000, 0.8265]
(1, 1, 2, 6),7,[39980, 10000, 3.998]
(1, 1, 2, 6),8,[24930, 10000, 2.493]
(1, 1, 2, 6),9,[8255, 10000, 0.8255]
(1, 1, 2, 6),10,[8810, 10000, 0.881]
(1, 1, 2, 6),11,[38660, 10000, 3.866]
(1, 1, 2, 6),12,[84960, 10000, 8.496]
(1, 1, 2, 6),13,[39750, 10000, 3.975]
(1, 1, 2, 6),14,[37860, 10000, 3.786]
(1, 1, 2, 6),15,[41790, 10000, 4.179]
(1, 1, 3, 3),0,[0, 10000, 0.0]
(1, 1, 3, 3),1,[-124075, 10000, -12.4075]
(1, 1, 3, 3),2,[-124100, 10000, -12.41]
(1, 1, 3, 3),3,[-164215, 10000, -16.4215]
(1, 1, 3, 3),4,[-124450, 10000, -12.445]
(1, 1, 3, 3),5,[-187650, 10000, -18.765]
(1, 1, 3, 3),6,[-189325, 10000, -18.9325]
(1, 1, 3, 3),7,[-209440, 10000, -20.944]
(1, 1, 3, 3),8,[-125975, 10000, -12.5975]
(1, 1, 3, 3),9,[-187525, 10000, -18.7525]
(1, 1, 3, 3),10,[-186150, 10000, -18.615]
(1, 1, 3, 3),11,[-212285, 10000, -21.2285]
(1, 1, 3, 3),12,[-162925, 10000, -16.2925]
(1, 1, 3, 3),13,[-209925, 10000, -20.9925]
(1, 1, 3, 3),14,[-211580, 10000, -21.158]
(1, 1, 3, 3),15,[-210745, 10000, -21.0745]
(1, 1, 3, 4),0,[0, 10000, 0.0]
(1, 1, 3, 4),1,[0, 10000, 0.0]
(1, 1, 3, 4),2,[0, 10000, 0.0]
(1, 1, 3, 4),3,[7995, 10000, 0.7995]
